"title","Unnamed..0","Release_Date","Developers","Summary","Platforms","Genres","Rating","Plays","Playing","Backlogs","Wishlist","Lists","Reviews","img","console","genre","publisher","developer","critic_score","total_sales","na_sales","jp_sales","pal_sales","other_sales","release_date","last_update"
"GRAND THEFT AUTO LIBERTY CITY STORIES",1769,"Oct 25, 2005","['Rockstar Leeds', 'Take-Two Interactive']","There are a million stories in Liberty City. This one changes everything. Once a trusted wise guy in the Leone crime family, Toni Cipriani was forced into hiding after killing a made man. Now he's back and it's time for things to be put right.
The streets of Liberty City are in turmoil. Warring mafiosi vie for control as the town begins to self-destruct under waves of political corruption, organized crime, drug trafficking and union strikes. No one can be trusted as Toni tries to clean up the mess of the city's chaotic underworld. Deranged hit men, morally depraved tycoons, cynical politicians and his own mother stand in his way as Toni tries to bring the city under Leone control.
Forced to fight for his life in an odyssey that will shake Liberty City to its foundations, Toni must use any means necessary to secure his place in the leadership of the Leone family in a town up for grabs.","['Android', 'iOS', 'PlayStation 2', 'PlayStation Portable']","['Adventure', 'Racing']",3.1,"2.7K","38","429","182","277","70","/games/boxart/1340019ccc.jpg","PSP","Action","Rockstar Games","Rockstar Leeds",8.8,7.72,2.9,0.24,2.83,1.74,"25-10-2005",""
"GRAND THEFT AUTO LIBERTY CITY STORIES",1769,"Oct 25, 2005","['Rockstar Leeds', 'Take-Two Interactive']","There are a million stories in Liberty City. This one changes everything. Once a trusted wise guy in the Leone crime family, Toni Cipriani was forced into hiding after killing a made man. Now he's back and it's time for things to be put right.
The streets of Liberty City are in turmoil. Warring mafiosi vie for control as the town begins to self-destruct under waves of political corruption, organized crime, drug trafficking and union strikes. No one can be trusted as Toni tries to clean up the mess of the city's chaotic underworld. Deranged hit men, morally depraved tycoons, cynical politicians and his own mother stand in his way as Toni tries to bring the city under Leone control.
Forced to fight for his life in an odyssey that will shake Liberty City to its foundations, Toni must use any means necessary to secure his place in the leadership of the Leone family in a town up for grabs.","['Android', 'iOS', 'PlayStation 2', 'PlayStation Portable']","['Adventure', 'Racing']",3.1,"2.7K","38","429","182","277","70","/games/boxart/full_1027141AmericaFrontccc.jpg","PS2","Action","Rockstar Games","Rockstar Leeds",8.3,3.54,1.56,0.07,1.4,0.5,"06-06-2006",""
"GRAND THEFT AUTO V",23,"Sep 17, 2013","['Rockstar North', 'Rockstar Games']","Grand Theft Auto V is a vast open world game set in Los Santos, a sprawling sun-soaked metropolis struggling to stay afloat in an era of economic uncertainty and cheap reality TV. The game blends storytelling and gameplay in new ways as players repeatedly jump in and out of the lives of the game’s three lead characters, playing all sides of the game’s interwoven story.","['Windows PC', 'Xbox 360', 'PlayStation 4', 'PlayStation 3', 'Xbox One']","['Adventure', 'Shooter']",3.8,"35K","958","3.7K","757","2.4K","1.7K","/games/boxart/full_6510540AmericaFrontccc.jpg","PS3","Action","Rockstar Games","Rockstar North",9.4,20.32,6.37,0.99,9.85,3.12,"17-09-2013",""
"GRAND THEFT AUTO V",23,"Sep 17, 2013","['Rockstar North', 'Rockstar Games']","Grand Theft Auto V is a vast open world game set in Los Santos, a sprawling sun-soaked metropolis struggling to stay afloat in an era of economic uncertainty and cheap reality TV. The game blends storytelling and gameplay in new ways as players repeatedly jump in and out of the lives of the game’s three lead characters, playing all sides of the game’s interwoven story.","['Windows PC', 'Xbox 360', 'PlayStation 4', 'PlayStation 3', 'Xbox One']","['Adventure', 'Shooter']",3.8,"35K","958","3.7K","757","2.4K","1.7K","/games/boxart/full_5563178AmericaFrontccc.jpg","PS4","Action","Rockstar Games","Rockstar North",9.7,19.39,6.06,0.6,9.71,3.02,"18-11-2014","03-01-2018"
"GRAND THEFT AUTO V",23,"Sep 17, 2013","['Rockstar North', 'Rockstar Games']","Grand Theft Auto V is a vast open world game set in Los Santos, a sprawling sun-soaked metropolis struggling to stay afloat in an era of economic uncertainty and cheap reality TV. The game blends storytelling and gameplay in new ways as players repeatedly jump in and out of the lives of the game’s three lead characters, playing all sides of the game’s interwoven story.","['Windows PC', 'Xbox 360', 'PlayStation 4', 'PlayStation 3', 'Xbox One']","['Adventure', 'Shooter']",3.8,"35K","958","3.7K","757","2.4K","1.7K","/games/boxart/full_8047513AmericaFrontccc.jpg","XOne","Action","Rockstar Games","Rockstar North",9,8.72,4.7,0.01,3.25,0.76,"18-11-2014","11-04-2018"
"GRAND THEFT AUTO VICE CITY",38947,"Dec 06, 2012","['Rockstar Games']","Welcome back to Vice City. Welcome back to the 1980s.","['iOS']","['Adventure', 'Arcade']",3.8,"15","0","0","2","1","2","/games/boxart/827563ccc.jpg","PS2","Action","Rockstar Games","Rockstar North",9.6,16.15,8.41,0.47,5.49,1.78,"28-10-2002",""
"GRAND THEFT AUTO VICE CITY",278,"Oct 27, 2002","['TransGaming Inc.', 'Rockstar Games']","In the year 1986, Tommy Vercetti is heavily indebted to his mafia superiors after a drug deal gone awry, but his dreams of taking over Vice City (based on Miami) push him down a different path. Featuring a wide variety of vehicles and weapons, radio stations playing hit songs from the era and an intense atmosphere, GTA: Vice City is an open-world sandbox satire of '80's Miami.","['Windows PC', 'Mac', 'Xbox', 'PlayStation 2']","['Adventure', 'Arcade', 'Racing', 'Shooter']",3.8,"13K","147","1.9K","613","1.2K","371","/games/boxart/827563ccc.jpg","PS2","Action","Rockstar Games","Rockstar North",9.6,16.15,8.41,0.47,5.49,1.78,"28-10-2002",""
"GRAND THEFT AUTO VICE CITY STORIES",1842,"Oct 31, 2006","['Rockstar Leeds', 'Rockstar Games']","The PlayStation Portable follow-up to Rockstar's monumental handheld entry in the series, Grand Theft Auto: Liberty City Stories. As in Liberty City Stories, this game ventures back to the location of the second PS2 game.","['PlayStation 2', 'PlayStation Portable']","['Adventure', 'Racing']",3.4,"2.5K","34","434","197","253","64","/games/boxart/full_1162504AmericaFrontccc.jpg","PSP","Action","Rockstar Games","Rockstar Leeds",8.4,5.08,1.7,0.16,2.03,1.19,"31-10-2006",""
"GRAVITY RUSH REMASTERED",822,"Dec 10, 2015","['Sony Computer Entertainment', 'Project Siren']","Gravity Rush is an action-adventure video game developed by SIE Japan Studio and Project Siren, and published by Sony Computer Entertainment. Gravity Rush Remastered is the PS4 remaster of the original Gravity Rush game which is bundled with all the previously released downloadable content.","['PlayStation 4']","['Adventure', 'Brawler', 'Platform', 'RPG']",3.8,"3.1K","118","1.6K","1.1K","422","178","/games/boxart/full_4006314AmericaFrontccc.jpg","PS4","Action-Adventure","Sony Computer Entertainment","Bluepoint Games",7.9,0.16,0.02,0.05,0.06,0.02,"02-02-2016","23-09-2018"
"GRID",33676,"Oct 10, 2019","['Codemasters']","Grid is a racing experience like no other. Offering unrivalled moment-to-moment racing, Grid returns with an all-new experience where every race is the chance to choose your own path, create your own story and conquer the world of motorsport.","['Windows PC', 'PlayStation 4', 'Xbox One', 'Google Stadia']","['Racing', 'Simulator', 'Sport']",3,"225","7","121","25","57","13","/games/boxart/full_4828966AmericaFrontccc.jpg","X360","Racing","Codemasters","Codemasters",8.7,0.87,0.33,0.01,0.44,0.09,"03-06-2008",""
"GRID",33676,"Oct 10, 2019","['Codemasters']","Grid is a racing experience like no other. Offering unrivalled moment-to-moment racing, Grid returns with an all-new experience where every race is the chance to choose your own path, create your own story and conquer the world of motorsport.","['Windows PC', 'PlayStation 4', 'Xbox One', 'Google Stadia']","['Racing', 'Simulator', 'Sport']",3,"225","7","121","25","57","13","/games/boxart/full_6858486AmericaFrontccc.jpg","PS3","Racing","Codemasters","Codemasters",8.6,1.1,0.31,0.03,0.57,0.19,"03-06-2008",""
"GRID",5168,"Oct 10, 2019","['Codemasters']","Grid is a racing experience like no other. Offering unrivalled moment-to-moment racing, Grid returns with an all-new experience where every race is the chance to choose your own path, create your own story and conquer the world of motorsport.","['Windows PC', 'PlayStation 4', 'Xbox One', 'Google Stadia']","['Racing', 'Simulator', 'Sport']",3,"223","6","121","24","57","13","/games/boxart/full_4828966AmericaFrontccc.jpg","X360","Racing","Codemasters","Codemasters",8.7,0.87,0.33,0.01,0.44,0.09,"03-06-2008",""
"GRID",5168,"Oct 10, 2019","['Codemasters']","Grid is a racing experience like no other. Offering unrivalled moment-to-moment racing, Grid returns with an all-new experience where every race is the chance to choose your own path, create your own story and conquer the world of motorsport.","['Windows PC', 'PlayStation 4', 'Xbox One', 'Google Stadia']","['Racing', 'Simulator', 'Sport']",3,"223","6","121","24","57","13","/games/boxart/full_6858486AmericaFrontccc.jpg","PS3","Racing","Codemasters","Codemasters",8.6,1.1,0.31,0.03,0.57,0.19,"03-06-2008",""
"GRIMGRIMOIRE",7292,"Apr 12, 2007","['Vanillaware', 'Nippon Ichi Software']","GrimGrimoire allows players to take on the role of Lillet Blan, a young magician who is admitted to a prestigious and mystical magic school; however, on the fifth day of school, everyone mysteriously vanishes. Lillet awakens the next day to discover she is once again living out the first day of school; but her memories from the previous days are intact, giving her the opportunity to solve the mystery behind the disappearances and prevent the tragedy from occurring.","['PlayStation 3', 'PlayStation 2']","['Real Time Strategy', 'RPG', 'Strategy']",3.5,"147","6","205","154","91","3","/games/boxart/full_5198003AmericaFrontccc.jpg","PS2","Strategy","NIS America","Vanillaware",7.7,0.05,0.01,0.03,0.01,0,"26-06-2007","10-01-2019"
"GRIMGRIMOIRE",13112,"Apr 12, 2007","['Vanillaware', 'Nippon Ichi Software']","GrimGrimoire allows players to take on the role of Lillet Blan, a young magician who is admitted to a prestigious and mystical magic school; however, on the fifth day of school, everyone mysteriously vanishes. Lillet awakens the next day to discover she is once again living out the first day of school; but her memories from the previous days are intact, giving her the opportunity to solve the mystery behind the disappearances and prevent the tragedy from occurring.","['PlayStation 3', 'PlayStation 2']","['Real Time Strategy', 'RPG', 'Strategy']",3.5,"147","6","205","154","91","3","/games/boxart/full_5198003AmericaFrontccc.jpg","PS2","Strategy","NIS America","Vanillaware",7.7,0.05,0.01,0.03,0.01,0,"26-06-2007","10-01-2019"
"GUILTY GEAR JUDGMENT",26850,"Aug 24, 2006","['Arc System Works', 'Majesco Entertainment']","Guilty Gear Judgment (ギルティギア・ジャッジメント, Giruti Gia Jajjimento) is a spin-off game of the Guilty Gear series, exclusive to the PlayStation Portable, and the 11th overall installment. It also includes a slimmed-down version of Guilty Gear XX ♯Reload, developed by Arc System Works and published by Majesco in USA and Europe, and SEGA in Japan. It is the first game in the series to be released on PSP outside of Japan.","['PlayStation Portable']","['Brawler']",2.8,"81","1","23","20","23","4","/games/boxart/9458099ccc.jpg","PSP","Fighting","Majesco","Arc System Works",7.5,0.16,0.13,0.02,0,0.01,"05-09-2006",""
"GUITAR HERO III LEGENDS OF ROCK",869,"Oct 28, 2007","['Neversoft Entertainment', 'Activision']","Rock out to the third entry in in Red Octane's music series for guitar gods! Songs for Guitar Hero III include Barracuda by Heart, Sabotage by Beastie Boys, Rock And Roll All Nite by Kiss, and much more! In addition, players can experience an incredible number of added features and explosive content including a new multiplayer action-inspired battle mode, grueling boss battles, a bevy of exclusive unlockable content and authentic rock venues.","['Windows PC', 'Mac', 'Xbox 360', 'PlayStation 3', 'Wii', 'PlayStation 2']","['Music', 'Simulator']",3.9,"7.7K","25","202","93","572","258","/games/boxart/full_2081446AmericaFrontccc.jpg","Wii","Misc","RedOctane","Vicarious Visions",8.6,4.6,3.04,0,1.12,0.44,"28-10-2007",""
"GUITAR HERO III LEGENDS OF ROCK",869,"Oct 28, 2007","['Neversoft Entertainment', 'Activision']","Rock out to the third entry in in Red Octane's music series for guitar gods! Songs for Guitar Hero III include Barracuda by Heart, Sabotage by Beastie Boys, Rock And Roll All Nite by Kiss, and much more! In addition, players can experience an incredible number of added features and explosive content including a new multiplayer action-inspired battle mode, grueling boss battles, a bevy of exclusive unlockable content and authentic rock venues.","['Windows PC', 'Mac', 'Xbox 360', 'PlayStation 3', 'Wii', 'PlayStation 2']","['Music', 'Simulator']",3.9,"7.7K","25","202","93","572","258","/games/boxart/full_5372169AmericaFrontccc.jpg","PS2","Misc","RedOctane","BudCat Creations",8.2,4.98,3.49,0.01,0.01,1.48,"28-10-2007",""
"GUITAR HERO III LEGENDS OF ROCK",869,"Oct 28, 2007","['Neversoft Entertainment', 'Activision']","Rock out to the third entry in in Red Octane's music series for guitar gods! Songs for Guitar Hero III include Barracuda by Heart, Sabotage by Beastie Boys, Rock And Roll All Nite by Kiss, and much more! In addition, players can experience an incredible number of added features and explosive content including a new multiplayer action-inspired battle mode, grueling boss battles, a bevy of exclusive unlockable content and authentic rock venues.","['Windows PC', 'Mac', 'Xbox 360', 'PlayStation 3', 'Wii', 'PlayStation 2']","['Music', 'Simulator']",3.9,"7.7K","25","202","93","572","258","/games/boxart/full_7921457AmericaFrontccc.jpg","PS3","Misc","RedOctane","Neversoft",8.2,2.25,1.4,0.02,0.53,0.3,"28-10-2007",""
"GUITAR HERO III LEGENDS OF ROCK",869,"Oct 28, 2007","['Neversoft Entertainment', 'Activision']","Rock out to the third entry in in Red Octane's music series for guitar gods! Songs for Guitar Hero III include Barracuda by Heart, Sabotage by Beastie Boys, Rock And Roll All Nite by Kiss, and much more! In addition, players can experience an incredible number of added features and explosive content including a new multiplayer action-inspired battle mode, grueling boss battles, a bevy of exclusive unlockable content and authentic rock venues.","['Windows PC', 'Mac', 'Xbox 360', 'PlayStation 3', 'Wii', 'PlayStation 2']","['Music', 'Simulator']",3.9,"7.7K","25","202","93","572","258","/games/boxart/full_3667121PALFrontccc.jpg","X360","Misc","RedOctane","Neversoft",8.7,4.53,3.19,0.01,0.91,0.42,"28-10-2007",""
"GUITAR HERO ON TOUR",3766,"Jun 22, 2008","['Vicarious Visions', 'Activision Publishing Minneapolis Inc.']","Guitar Hero: On Tour is a series of music video games based on the Guitar Hero series for the Nintendo DS handheld game system. The series is developed by Vicarious Visions and distributed by RedOctane and Activision. Three games in the series have been released since June 2008: Guitar Hero: On Tour, Guitar Hero On Tour: Decades and Guitar Hero On Tour: Modern Hits.
As with other games in the Guitar Hero series, the player is challenged to play through the lead or bass guitar portions of rock songs by matching colored notes that scroll on screen towards the player in time with physical actions to score points and keep the virtual crowd pleased. While the console versions of Guitar Hero use a separate guitar-shaped peripheral, Vicarious Visions developed a ""Guitar Grip"" unit that slips into the Game Boy Advance port on the DS or the DS Lite to be used with the games; the Grip is incompatible with the Nintendo DSi and Nintendo 3DS. The Guitar Grip provides a strap to hold the game unit while providing the player with four fret buttons; the player uses the fret buttons in combination with using the stylus to simulate strumming on the touch-sensitive screen of the DS. Each game features more than 25 songs, with some variation in track lists depending on the region of release, and multiple single-player modes. The local wi-fi capabilities of the DS are used for multiplayer mode, and allow a player to use songs from one installment of the series in competitive modes with a player with a different installment.","['Nintendo DS']","['Music']",2.7,"530","0","23","12","26","21","/games/boxart/full_4418677AmericaFrontccc.jpg","DS","Misc","Activision","Vicarious Visions",7.1,3.46,2.1,0.01,1.01,0.35,"22-06-2008",""
"HALO COMBAT EVOLVED ANNIVERSARY",1137,"Nov 15, 2011","['343 Industries', 'Microsoft Studios']","Halo: Combat Evolved Anniversary is a spectacular remastered version of the original game, created to celebrate the 10th anniversary of one of the most beloved first-person shooters in gaming history. Bundled with seven of the most popular multiplayer maps in Halo history ready for Xbox Live, Halo: Anniversary includes a bounty of new features including cooperative play over Xbox Live, Achievements, new challenges, and new fiction to uncover.","['Windows PC', 'Xbox 360', 'Xbox One']","['Shooter']",3.5,"4.2K","68","348","105","371","268","/games/boxart/full_halo-combat-evolved-anniversary_84AmericaFront.jpg","X360","Shooter","Microsoft Studios","343 Industries",8,2.41,1.44,0.04,0.71,0.22,"15-11-2011",""
"HALO REACH",282,"Sep 14, 2010","['Bungie', 'Microsoft Game Studios']","Experience the story before the events of Halo: Combat Evolved as you fight to defend the planet Reach from a harrowing Covenant invasion. In this first-person shooter you can customize your own Spartan with armor and accessories to experience both a pulse-pounding campaign and addictive multiplayer mode. Reach will fall, but it won't go down without a fight.","['Windows PC', 'Xbox 360', 'Xbox One']","['Shooter']",4,"12K","112","1.4K","421","1.4K","618","/games/boxart/full_halo-reach_6AmericaFront.jpg","X360","Shooter","Microsoft Game Studios","Bungie",9.3,9.97,7.08,0.08,2.01,0.8,"14-09-2010","11-10-2018"
"HALO THE MASTER CHIEF COLLECTION",631,"Nov 11, 2014","['343 Industries', 'Xbox Game Studios']","The improved and enhanced Halo: The Master Chief Collection features visual enhancements with up to 4K UHD resolution, improved matchmaking, offline LAN, customizable installation options, and faster load times, it’s the definitive way to experience the ultimate Halo saga. Includes the extensive suite of campaign, multiplayer and additional features from Halo: Combat Evolved Anniversary, Halo 2: Anniversary, Halo 3, and Halo 4 - all updated to run at 60FPS.","['Windows PC', 'Xbox One', 'Xbox Series']","['Shooter']",4.2,"5.9K","386","1.6K","533","411","255","/games/boxart/full_1508066AmericaFrontccc.jpg","XOne","Shooter","Microsoft Studios","343 Industries",8.8,3.44,2.06,0.03,1.04,0.31,"11-11-2014","24-03-2018"
"HARRY POTTER AND THE CHAMBER OF SECRETS",1766,"Nov 08, 2002","['Aspyr Media', 'KnowWonder']","Harry Potter and the Chamber of Secrets is the sequel to Harry Potter and the Sorcerer's Stone for PC and Mac. As its prequel, five different versions of this game were released for different gaming platforms. In this version, you control Harry in an action-adventure platforming gameplay. The most significant difference from the previous game is that gameplay is less linear, with Hogwarts becoming more of an open world. You can Interact with familiar characters from the movie like Ron, Hermione and of course Gilderoy Lockhart. Additionally, there are multiple mini-games and side quests.","['Windows PC', 'Mac']","['Adventure', 'Platform']",3.1,"3.5K","10","191","74","193","69","/games/boxart/full_8236012AmericaFrontccc.jpg","GBA","Adventure","Electronic Arts","Eurocom Entertainment Software",7.2,1.99,1.21,0.05,0.64,0.09,"14-11-2002",""
"HARRY POTTER AND THE SORCERERS STONE",20811,"Nov 16, 2001","['EA Games', 'KnowWonder']","In the PC versions, the game is played like a third-person action and puzzle game. The story follows a linear progression, separated into levels with a specific end goal. Spells are learned progressively via lesson levels, and unlock increasingly complex puzzles. There are also several levels in which Harry can fly on a broomstick and play Quidditch, this gameplay can also be independently accessed through the start menu.","['Windows PC', 'Mac']","['Adventure']",3.1,"640","1","30","16","42","22","/games/boxart/1789636ccc.jpg","GBA","Action","Electronic Arts","Griptonite Games",6.6,1.69,0.87,0.08,0.66,0.08,"15-11-2001",""
"HARRY POTTER AND THE SORCERERS STONE",24732,"Dec 09, 2003","['EA Games', 'Warthog Games']","Two years after versions on other platforms, the then-current consoles got their own adaptation of the first Harry Potter book and film. Like in the computer and PlayStation versions, Harry Potter's first year at school of magic Hogwarts is presented as a 3D action-adventure title. The game is organized into distinct days and nights: days mostly consist of lessons where usually Harry will learn new spells, but the more interesting stuff happens at night when Harry sneaks around the castle to do things like meeting Draco Malfoy for a duel, fighting a troll in the dungeons and other important scenes from the film and book. Most tasks involve platform sections, where Harry has to jump over chasms and balance along edges. Often, creatures will be in the way that have to be fought using the correct spells, and magic must also be used to solve the occasional puzzle. At night, Harry must watch out for prefects patrolling the floors of the castle to avoid getting sent back to the common room. There's also broomstick flying in the game, including a Quidditch match against Slytherin.","['Nintendo GameCube', 'Xbox', 'PlayStation 2']","[]",3,"360","5","42","22","43","16","/games/boxart/1789636ccc.jpg","GBA","Action","Electronic Arts","Griptonite Games",6.6,1.69,0.87,0.08,0.66,0.08,"15-11-2001",""
"HARRY POTTER AND THE SORCERERS STONE",4125,"Dec 09, 2003","['EA Games', 'Warthog Games']","Two years after versions on other platforms, the then-current consoles got their own adaptation of the first Harry Potter book and film. Like in the computer and PlayStation versions, Harry Potter's first year at school of magic Hogwarts is presented as a 3D action-adventure title. The game is organized into distinct days and nights: days mostly consist of lessons where usually Harry will learn new spells, but the more interesting stuff happens at night when Harry sneaks around the castle to do things like meeting Draco Malfoy for a duel, fighting a troll in the dungeons and other important scenes from the film and book. Most tasks involve platform sections, where Harry has to jump over chasms and balance along edges. Often, creatures will be in the way that have to be fought using the correct spells, and magic must also be used to solve the occasional puzzle. At night, Harry must watch out for prefects patrolling the floors of the castle to avoid getting sent back to the common room. There's also broomstick flying in the game, including a Quidditch match against Slytherin.","['Nintendo GameCube', 'Xbox', 'PlayStation 2']","[]",3,"359","5","42","22","42","16","/games/boxart/1789636ccc.jpg","GBA","Action","Electronic Arts","Griptonite Games",6.6,1.69,0.87,0.08,0.66,0.08,"15-11-2001",""
"HARRY POTTER AND THE SORCERERS STONE",1982,"Nov 16, 2001","['Argonaut Games', 'Electronic Arts']","Harry Potter and the Sorcerer's Stone is the first Harry Potter video game for the PlayStation, and one of several different games based on the book and movie. This version is a three-dimensional action adventure, where Harry must complete a number of challenges in order to pass his first year of studies at Hogwarts School of Witchcraft and Wizardry. Successful completion of the tasks often results in house points for Harry's house Gryffindor and failure in some deducts points, so the race for the House Cup can stay open until the end.","['PlayStation']","['Adventure', 'Platform', 'Puzzle', 'RPG']",2.9,"2.8K","15","156","76","166","79","/games/boxart/1789636ccc.jpg","GBA","Action","Electronic Arts","Griptonite Games",6.6,1.69,0.87,0.08,0.66,0.08,"15-11-2001",""
"HARRY POTTER AND THE SORCERERS STONE",4606,"Nov 16, 2001","['Griptonite Games', 'EA Games']","The Game Boy Color version is a role-playing game with turn-based combat. The player controls Harry, starting from when Hagrid brings him to Diagon Alley. It strictly follows the story of the books, with all the scenes from that point on in the book being playable, except for the addition of bands of monsters such as rats, bats, and spiders roaming most of the locations. The spells are used for combat, rather than interacting with the environment. In addition, card combinations of Famous Witches and Wizards Collector's Cards can be used to produce powerful magical effects. These cards can be found all over the freely explorable Hogwarts.","['Game Boy Color']","['RPG']",2.9,"400","4","32","10","30","13","/games/boxart/1789636ccc.jpg","GBA","Action","Electronic Arts","Griptonite Games",6.6,1.69,0.87,0.08,0.66,0.08,"15-11-2001",""
"HARVEST MOON 64",3789,"Feb 05, 1999","['Natsume', 'Victor Interactive Software']","Retire to the country for a new challenge in Harvest Moon 64. Hard work is rewarded as you struggle to bring prosperity back to a neglected farm. Work the land, pick up odd-jobs, and get to know the neighbors. Harvest Moon 64 has all the charm of the original Super Nintendo classic, plus many new surprises.
* Tons of new seasonal vegetables and fruits.
* Raise cows, chickens, and sheep.
* New items and gifts. Including tools that increase in power as you master them.
* One of town's five eligible women may prove to be the love of your life.
* Celebrate seasonal festivals with the nearby townsfolk.
* Enjoy local horse and dog racing.","['Wii U', 'Nintendo 64']","['RPG', 'Simulator']",3.8,"546","6","181","109","125","16","/games/boxart/full_6801752AmericaFrontccc.jpg","N64","Simulation","Natsume","Toy Box Studios",7.8,0.48,0.25,0.11,0.06,0.06,"30-11-1999",""
"HARVEST MOON FRIENDS OF MINERAL TOWN",2705,"Apr 18, 2003","['Marvelous Interactive', 'Natsume']","Turn a long-neglected field of rocks and weeds into a successful farm in this rustic role-playing game.","['Wii U', 'Game Boy Advance']","['RPG', 'Simulator']",3.9,"966","13","171","108","137","28","/games/boxart/full_938813AmericaFrontccc.jpg","GBA","Simulation","Natsume","TOSE Software",7.6,0.59,0.34,0.11,0.13,0.01,"17-11-2003",""
"HARVEST MOON THE TALE OF TWO TOWNS",19444,"Jul 08, 2010","['Marvelous Interactive', 'Natsume']","Long ago the towns of Bluebell and Konohana were friendly neighbors, joined together by a tunnel underneath the mountain that separates the towns. Eventually the towns started to disagree with each other on whose town had the best cooking cuisine. As the villagers became more obnoxious with each other, the Harvest Goddess became more annoyed with them. One day she finally put her foot down and collapsed the tunnel between the towns, cutting them off from each other. Now the only interaction the towns have with each other is at their cooking festival, where their cooking conflict continues four times per season.
As a new farmer, you are eager to start your new life at one of the towns but a freak travel accident makes you to forget what town you originally were going to live in! Listen to each mayor's story, hear about each town, and then decide where you want to start your new farm life.","['Nintendo DS', 'Nintendo 3DS']","['Adventure', 'RPG', 'Simulator', 'Strategy']",3.2,"341","11","99","32","33","15","/games/boxart/full_harvest-moon-the-tale-of-two-towns_359AmericaFront.jpg","3DS","Simulation","Natsume","Marvelous Interactive",6.3,0.36,0.28,0.05,0,0.02,"01-11-2011","07-01-2018"
"HARVEST MOON THE TALE OF TWO TOWNS",19444,"Jul 08, 2010","['Marvelous Interactive', 'Natsume']","Long ago the towns of Bluebell and Konohana were friendly neighbors, joined together by a tunnel underneath the mountain that separates the towns. Eventually the towns started to disagree with each other on whose town had the best cooking cuisine. As the villagers became more obnoxious with each other, the Harvest Goddess became more annoyed with them. One day she finally put her foot down and collapsed the tunnel between the towns, cutting them off from each other. Now the only interaction the towns have with each other is at their cooking festival, where their cooking conflict continues four times per season.
As a new farmer, you are eager to start your new life at one of the towns but a freak travel accident makes you to forget what town you originally were going to live in! Listen to each mayor's story, hear about each town, and then decide where you want to start your new farm life.","['Nintendo DS', 'Nintendo 3DS']","['Adventure', 'RPG', 'Simulator', 'Strategy']",3.2,"341","11","99","32","33","15","/games/boxart/full_harvest-moon-the-tale-of-two-towns_448AmericaFront.jpg","DS","Simulation","Natsume","Marvelous Interactive",6.3,0.57,0.27,0.22,0.06,0.03,"20-09-2011",""
"HATSUNE MIKU PROJECT MIRAI DX",4394,"May 28, 2015","['Sega']","Hatsune Miku: Project Mirai DX is a rhythm game and the sequel to Hatsune Miku and Future Stars: Project Mirai. The game is also a spin-off of the Hatsune Miku: Project DIVA series of Vocaloid rhythm games. Like the original, the game primarily makes use of Vocaloids, a series of singing synthesizer software and the songs created using these vocaloids, most notably the virtual-diva Vocaloid Hatsune Miku. While Project Mirai only had button controls, Project Mirai 2 adds the use of touch screen controls where players tap the bottom screen. An increased sense of speed and additional gimmicks have also been added.
The ""PuyoPuyo 39"" mini-game can be played by two people through a local wireless connection.","['Nintendo 3DS']","['Music']",3.8,"804","31","101","71","79","49","/games/boxart/full_9401714AmericaFrontccc.jpg","3DS","Misc","Sega","Sega",7.5,0.38,0.2,0.11,0.04,0.03,"08-09-2015","29-05-2018"
"HITMAN BLOOD MONEY",1051,"May 26, 2006","['IO Interactive', 'Eidos Interactive']","Hitman Blood Money is the fourth installment of the critically acclaimed Hitman series. If Agent 47 must stay hidden, make clean ‘hits’ and leave the scene unnoticed, he will be rewarded. But if he is revealed during a violent act, his picture will end up in the papers and on wanted posters, making the job as a contract killer more difficult.
This time, Agent 47 is paid in cold, hard cash. How the money is spent will affect his passage through the game and the weapons at his disposal, resulting in a unique game-play experience for each player.","['Windows PC', 'Xbox', 'Xbox 360', 'PlayStation 2']","['Shooter']",4,"3.7K","38","977","290","484","121","/games/boxart/1617742ccc.jpg","X360","Action","Eidos Interactive","IO Interactive",8.1,0.39,0.29,0.01,0.06,0.03,"30-05-2006",""
"HOMEFRONT",2270,"Mar 15, 2011","['Digital Extremes', 'THQ']","Featuring a compelling single player story crafted by John Milius (Apocalypse Now, Red Dawn), Homefront immerses gamers in an interactive and cinematic FPS experience where they will assume an infantry role or take command of a wide variety of aerial and ground vehicles. In addition to the single-player experience, Homefront will deliver a robust multiplayer experience. In a land stripped of freedom, the brave will fight for their home.","['Windows PC', 'Xbox 360', 'PlayStation 3']","['Shooter']",1.9,"1.7K","9","282","70","130","57","/games/boxart/full_homefront_444AmericaFront.jpg","X360","Shooter","THQ","Kaos Studios",6.7,1.46,0.83,0.02,0.48,0.12,"15-03-2011",""
"HOMEFRONT",2270,"Mar 15, 2011","['Digital Extremes', 'THQ']","Featuring a compelling single player story crafted by John Milius (Apocalypse Now, Red Dawn), Homefront immerses gamers in an interactive and cinematic FPS experience where they will assume an infantry role or take command of a wide variety of aerial and ground vehicles. In addition to the single-player experience, Homefront will deliver a robust multiplayer experience. In a land stripped of freedom, the brave will fight for their home.","['Windows PC', 'Xbox 360', 'PlayStation 3']","['Shooter']",1.9,"1.7K","9","282","70","130","57","/games/boxart/full_homefront_34AmericaFront.jpg","PS3","Shooter","THQ","Kaos Studios",6.6,0.9,0.32,0.04,0.4,0.15,"15-03-2011",""
